Query,,,,,,Subject,,,,,,Score,,Identities,,Gaps,,Strand,,Taxonomy,,,,,,,,,Filter,NCBI_16S_ribosomal_RNA_20200305
denovo65,439,1,1,439,100,"NR_115225.1 Chthoniobacter flavus Ellin428 16S ribosomal RNA, partial sequence",NR_115225.1,1360,324,762,32.28,385.2,0,366/443,82,8/443,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo66,439,2,1,439,100,"NR_074397.1 Caldilinea aerophila DSM 14535 = NBRC 104270 16S ribosomal RNA, partial sequence",NR_074397.1,1500,333,772,29.33,462.8,0,379/442,85,5/442,1,Plus,Plus,Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Caldilinea; Caldilinea aerophila,Caldilinea aerophila,Caldilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,,Bacteria,,
denovo67,439,1,1,438,99.77,"NR_157674.1 Ereboglobus luteus strain Ho45 16S ribosomal RNA, partial sequence",NR_157674.1,1465,332,769,29.9,693.6,0,417/438,95,0/438,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Ereboglobus; Ereboglobus luteus,Ereboglobus luteus,Ereboglobus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo68,439,1,1,439,100,"NR_108737.1 Flavitalea gansuensis strain JCN-23 16S ribosomal RNA, partial sequence",NR_108737.1,1445,297,735,30.38,701,0,419/439,95,0/439,0,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavitalea; Flavitalea gansuensis,Flavitalea gansuensis,Flavitalea,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo69,439,2,1,439,100,"NR_114015.1 Enterococcus thailandicus strain NBRC 101867 16S ribosomal RNA, partial sequence",NR_114015.1,1486,332,770,29.54,806.3,0,438/439,99,0/439,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus thailandicus,Enterococcus thailandicus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,,Bacteria,,
denovo70,439,1,1,439,100,"NR_044075.1 Thermodesulfovibrio hydrogeniphilus DSM 18151 strain Hbr5 16S ribosomal RNA, partial sequence",NR_044075.1,1518,324,764,29.05,464.6,0,380/443,85,6/443,1,Plus,Plus,Bacteria; Nitrospirae; Nitrospira; Nitrospirales; Nitrospiraceae; Thermodesulfovibrio; Thermodesulfovibrio hydrogeniphilus,Thermodesulfovibrio hydrogeniphilus,Thermodesulfovibrio,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,,Bacteria,,
denovo71,439,1,1,439,100,"NR_133950.1 Acetobacteroides hydrogenigenes strain RL-C 16S ribosomal RNA, partial sequence",NR_133950.1,1440,307,745,30.49,734.2,0,425/439,96,0/439,0,Plus,Plus,Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Acetobacteroides; Acetobacteroides hydrogenigenes,Acetobacteroides hydrogenigenes,Acetobacteroides,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,,Bacteria,,
denovo72,439,5,1,439,100,"NR_159238.1 Rhodoplanes tepidicaeni strain TUT3542 16S ribosomal RNA, partial sequence",NR_159238.1,1451,304,742,30.25,728.7,0,425/440,96,2/440,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; Rhodoplanes tepidicaeni,Rhodoplanes tepidicaeni,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo73,439,1,1,439,100,"NR_132330.1 Litorilinea aerophila strain PRI-4131 16S ribosomal RNA, partial sequence",NR_132330.1,1543,334,772,28.45,562.5,0,397/442,89,6/442,1,Plus,Plus,Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Litorilinea; Litorilinea aerophila,Litorilinea aerophila,Litorilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,,Bacteria,,
denovo74,439,3,1,439,100,"NR_104981.1 Nitrospirillum amazonense strain Am 14 16S ribosomal RNA, partial sequence",NR_104981.1,1413,297,735,31.07,529.3,0,388/439,88,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Nitrospirillum; Nitrospirillum amazonense,Nitrospirillum amazonense,Nitrospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo75,439,2,1,439,100,"NR_074698.1 Ignavibacterium album JCM 16511 16S ribosomal RNA, partial sequence",NR_074698.1,1527,334,773,28.81,440.6,0,375/442,84,5/442,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo76,439,2,1,439,100,"NR_114081.1 Methylophaga marina strain NBRC 102421 16S ribosomal RNA, partial sequence",NR_114081.1,1461,308,746,30.05,601.3,0,401/439,91,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Methylophaga; Methylophaga marina,Methylophaga marina,Methylophaga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo77,439,1,1,439,100,"NR_043655.1 Flavobacterium suncheonense strain GH29-5 16S ribosomal RNA, partial sequence",NR_043655.1,1442,298,737,30.51,800.7,0,438/440,99,1/440,0,Plus,Plus,Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; Flavobacterium suncheonense,Flavobacterium suncheonense,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,,Bacteria,,
denovo78,439,1,1,439,100,"NR_042397.1 Dokdonella fugitiva strain A3 16S ribosomal RNA, partial sequence",NR_042397.1,1476,296,739,30.08,355.7,0,363/446,81,9/446,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo79,439,1,1,439,100,"NR_044309.1 Steroidobacter denitrificans strain FS 16S ribosomal RNA, partial sequence",NR_044309.1,1407,316,754,31.2,573.6,0,397/440,90,2/440,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Nevskiales; Steroidobacteraceae; Steroidobacter; Steroidobacter denitrificans,Steroidobacter denitrificans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo80,439,1,1,439,100,"NR_132330.1 Litorilinea aerophila strain PRI-4131 16S ribosomal RNA, partial sequence",NR_132330.1,1543,334,772,28.45,601.3,0,401/439,91,0/439,0,Plus,Plus,Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Litorilinea; Litorilinea aerophila,Litorilinea aerophila,Litorilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,,Bacteria,,
denovo81,439,1,1,439,100,"NR_133878.1 Terrimicrobium sacchariphilum strain NM-5 16S ribosomal RNA, partial sequence",NR_133878.1,1418,316,754,30.96,241.2,0,340/443,76,8/443,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo82,439,1,1,439,100,"NR_132293.1 Thermomarinilinea lacunifontana strain SW7 16S ribosomal RNA, partial sequence",NR_132293.1,1435,318,756,30.59,407.4,0,373/446,83,14/446,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo83,439,3,1,439,100,"NR_074420.1 Haliscomenobacter hydrossis strain DSM 1100 16S ribosomal RNA, partial sequence",NR_074420.1,1504,325,763,29.19,473.9,0,381/442,86,6/442,1,Plus,Plus,Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Haliscomenobacteraceae; Haliscomenobacter; Haliscomenobacter hydrossis,Haliscomenobacter hydrossis,Haliscomenobacter,Haliscomenobacteraceae,Saprospirales,Saprospiria,Bacteroidetes,,Bacteria,,
denovo84,439,1,1,439,100,"NR_148582.1 Tepidisphaera mucosa strain 2842 16S ribosomal RNA, partial sequence",NR_148582.1,1491,321,759,29.44,551.4,0,392/439,89,0/439,0,Plus,Plus,Bacteria; Planctomycetes; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; Tepidisphaera; Tepidisphaera mucosa,Tepidisphaera mucosa,Tepidisphaera,Tepidisphaeraceae,Tepidisphaerales,Phycisphaerae,Planctomycetes,,Bacteria,,
denovo85,439,1,1,439,100,"NR_042615.1 Pelomonas puraquae strain Ps10g 16S ribosomal RNA, partial sequence",NR_042615.1,1340,248,686,32.76,800.7,0,437/439,99,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pelomonas; Pelomonas puraquae,Pelomonas puraquae,Pelomonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo86,439,1,1,438,99.77,"NR_074304.1 Deinococcus maricopensis strain DSM 21211 16S ribosomal RNA, partial sequence",NR_074304.1,1489,317,756,29.55,202.4,0,338/448,75,18/448,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo87,439,1,1,439,100,"NR_109544.1 Ornatilinea apprima strain P3M-1 16S ribosomal RNA, partial sequence",NR_109544.1,1462,331,768,29.96,422.2,0,370/440,84,3/440,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo88,439,1,1,439,100,"NR_025582.1 Stella humosa strain DSM 5900 16S ribosomal RNA, partial sequence",NR_025582.1,1447,284,722,30.34,496,0,382/439,87,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Stella; Stella humosa,Stella humosa,Stella,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo89,439,1,1,439,100,"NR_159218.1 Rurimicrobium arvi strain J107-1 16S ribosomal RNA, partial sequence",NR_159218.1,1459,318,756,30.09,695.5,0,418/439,95,0/439,0,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Rurimicrobium; Rurimicrobium arvi,Rurimicrobium arvi,Rurimicrobium,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo90,439,1,1,439,100,"NR_074932.1 Simkania negevensis strain Z 16S ribosomal RNA, partial sequence",NR_074932.1,1546,344,782,28.4,529.3,0,389/440,88,2/440,0,Plus,Plus,Bacteria; Chlamydiae; Chlamydiia; Parachlamydiales; Simkaniaceae; Simkania; Simkania negevensis,Simkania negevensis,Simkania,Simkaniaceae,Parachlamydiales,Chlamydiia,Chlamydiae,,Bacteria,,
denovo91,439,2,1,439,100,"NR_159227.1 Monoglobus pectinilyticus strain 14 16S ribosomal RNA, partial sequence",NR_159227.1,1493,351,789,29.4,302.1,0,351/443,79,8/443,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo92,439,1,1,438,99.77,"NR_074633.1 Alkaliphilus metalliredigens QYMF 16S ribosomal RNA, partial sequence",NR_074633.1,1521,346,777,28.4,200.6,0,337/446,75,22/446,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo93,439,1,1,439,100,"NR_025419.1 Cellvibrio gandavensis strain R-4069 16S ribosomal RNA, partial sequence",NR_025419.1,1486,305,743,29.54,734.2,0,425/439,96,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Cellvibrio; Cellvibrio gandavensis,Cellvibrio gandavensis,Cellvibrio,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo94,439,3,1,439,100,"NR_044367.1 Balneola alkaliphila strain CM41_14b 16S ribosomal RNA, partial sequence",NR_044367.1,1421,328,770,31.18,383.4,0,372/450,82,18/450,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo95,439,1,1,439,100,"NR_146377.1 Lacunisphaera anatis strain IG31 16S ribosomal RNA, partial sequence",NR_146377.1,1497,336,774,29.33,739.8,0,426/439,97,0/439,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera anatis,Lacunisphaera anatis,Lacunisphaera,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo96,439,2,1,439,100,"NR_102468.1 Stanieria cyanosphaera PCC 7437 16S ribosomal RNA, partial sequence",NR_102468.1,1481,304,742,29.64,590.2,0,399/439,90,0/439,0,Plus,Plus,Bacteria; Cyanobacteria; ; Pleurocapsales; Dermocarpellaceae; Stanieria; Stanieria cyanosphaera,Stanieria cyanosphaera,Stanieria,Dermocarpellaceae,Pleurocapsales,,Cyanobacteria,,Bacteria,,
denovo97,439,3,1,439,100,"NR_151960.1 Rubrivirga profundi strain SAORIC-476 16S ribosomal RNA, partial sequence",NR_151960.1,1462,327,763,29.89,494.2,0,385/442,87,8/442,1,Plus,Plus,Bacteria; Rhodothermaeota; Rhodothermia; Rhodothermales; Rubricoccaceae; Rubrivirga; Rubrivirga profundi,Rubrivirga profundi,Rubrivirga,Rubricoccaceae,Rhodothermales,Rhodothermia,Rhodothermaeota,,Bacteria,,
denovo98,439,1,1,439,100,"NR_156939.1 Vitiosangium cumulatum strain MCy10943 16S ribosomal RNA, partial sequence",NR_156939.1,1526,338,776,28.77,789.6,0,435/439,99,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Archangiaceae; Vitiosangium; Vitiosangium cumulatum,Vitiosangium cumulatum,Vitiosangium,Archangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo99,439,1,1,439,100,"NR_148598.1 Thermostilla marina strain SVX8 16S ribosomal RNA, partial sequence",NR_148598.1,1490,313,752,29.53,529.3,0,392/443,88,7/443,1,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Thermoguttaceae; Thermostilla; Thermostilla marina,Thermostilla marina,Thermostilla,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo100,439,1,1,439,100,"NR_133750.1 Fluviicola hefeinensis strain MYL-8 16S ribosomal RNA, partial sequence",NR_133750.1,1446,315,753,30.36,673.3,0,415/440,94,2/440,0,Plus,Plus,Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Crocinitomicaceae; Fluviicola; Fluviicola hefeinensis,Fluviicola hefeinensis,Fluviicola,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,,Bacteria,,
denovo101,439,1,1,439,100,"NR_125472.1 Algisphaera agarilytica strain 06SJR6-2 16S ribosomal RNA, partial sequence",NR_125472.1,1440,310,748,30.49,540.3,0,392/441,88,4/441,0,Plus,Plus,Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; Algisphaera; Algisphaera agarilytica,Algisphaera agarilytica,Algisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetes,,Bacteria,,
denovo102,439,1,1,439,100,"NR_115155.1 Peptostreptococcus russellii strain RT-10B 16S ribosomal RNA, partial sequence",NR_115155.1,1509,339,777,29.09,728.7,0,424/439,96,0/439,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus russellii,Peptostreptococcus russellii,Peptostreptococcus,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo103,439,1,1,439,100,"NR_036763.1 Alterococcus agarolyticus strain ADT3 16S ribosomal RNA, partial sequence",NR_036763.1,1482,332,770,29.62,629,0,407/440,92,2/440,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Alterococcus; Alterococcus agarolyticus,Alterococcus agarolyticus,Alterococcus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo104,439,1,1,439,100,"NR_137419.1 Sinimarinibacterium flocculans strain NH6-24 16S ribosomal RNA, partial sequence",NR_137419.1,1493,320,770,30.21,363.1,0,371/454,81,18/454,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo105,439,2,1,436,99.32,"NR_136797.1 Novibacillus thermophilus strain SG-1 16S ribosomal RNA, partial sequence",NR_136797.1,1481,332,770,29.64,364.9,0,363/443,81,11/443,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo106,439,1,1,439,100,"NR_109544.1 Ornatilinea apprima strain P3M-1 16S ribosomal RNA, partial sequence",NR_109544.1,1462,331,769,30.03,606.8,0,404/441,91,4/441,0,Plus,Plus,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Ornatilinea; Ornatilinea apprima,Ornatilinea apprima,Ornatilinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,,Bacteria,,
denovo107,439,1,1,439,100,"NR_153744.1 Luteimonas padinae strain CDR SL 15 16S ribosomal RNA, partial sequence",NR_153744.1,1422,320,763,31.22,333.5,0,362/449,80,15/449,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo108,439,2,1,439,100,"NR_044523.1 Phaselicystis flava strain SBKo001 16S ribosomal RNA, partial sequence",NR_044523.1,1539,341,779,28.53,590.2,0,401/441,90,4/441,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Phaselicystidaceae; Phaselicystis; Phaselicystis flava,Phaselicystis flava,Phaselicystis,Phaselicystidaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo109,439,5,1,439,100,"NR_074731.1 Sideroxydans lithotrophicus ES-1 16S ribosomal RNA, partial sequence",NR_074731.1,1528,330,768,28.73,617.9,0,405/440,92,2/440,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Sideroxydans; Sideroxydans lithotrophicus,Sideroxydans lithotrophicus,Sideroxydans,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo110,439,1,19,439,95.9,"NR_125576.1 Tapinothrix clintonii GSE-PSE06-07G 16S ribosomal RNA, partial sequence",NR_125576.1,1160,1,421,36.29,601.3,0,389/421,92,0/421,0,Plus,Plus,Bacteria; Cyanobacteria; ; Synechococcales; Heteroleibleiniaceae; Tapinothrix; Tapinothrix clintonii,Tapinothrix clintonii,Tapinothrix,Heteroleibleiniaceae,Synechococcales,,Cyanobacteria,,Bacteria,,
denovo111,439,2,1,431,98.18,"NR_043944.1 Cystobacter velatus strain DSM 14718 16S ribosomal RNA, partial sequence",NR_043944.1,1491,322,750,28.77,302.1,0,342/431,79,2/431,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo112,439,1,1,439,100,"NR_151905.1 Vicinamibacter silvestris strain Ac_5_C6 16S ribosomal RNA, partial sequence",NR_151905.1,1515,343,783,29.11,641.9,0,410/441,92,2/441,0,Plus,Plus,Bacteria; Acidobacteria; Vicinamibacteria; ; Vicinamibacteraceae; Vicinamibacter; Vicinamibacter silvestris,Vicinamibacter silvestris,Vicinamibacter,Vicinamibacteraceae,,Vicinamibacteria,Acidobacteria,,Bacteria,,
denovo113,439,1,1,436,99.32,"NR_148794.1 Dethiosulfatarculus sandiegensis strain SPR 16S ribosomal RNA, partial sequence",NR_148794.1,1516,339,774,28.76,418.5,0,372/442,84,12/442,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo114,439,2,1,439,100,"NR_158091.1 Geofilum rhodophaeum strain HF401 16S ribosomal RNA, partial sequence",NR_158091.1,1444,311,749,30.4,579.1,0,397/439,90,0/439,0,Plus,Plus,Bacteria; Bacteroidetes; Bacteroidia; Marinilabiliales; Marinilabiliaceae; Geofilum; Geofilum rhodophaeum,Geofilum rhodophaeum,Geofilum,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidetes,,Bacteria,,
denovo115,439,3,1,439,100,"NR_074123.1 Fibrobacter succinogenes subsp. succinogenes strain S85 16S ribosomal RNA, partial sequence",NR_074123.1,1442,325,763,30.44,440.6,0,377/444,84,10/444,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo116,439,1,1,439,100,"NR_156157.1 Luteolibacter flavescens strain GKX 16S ribosomal RNA, partial sequence",NR_156157.1,1482,327,765,29.62,734.2,0,425/439,96,0/439,0,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Luteolibacter; Luteolibacter flavescens,Luteolibacter flavescens,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo117,439,1,1,439,100,"NR_037120.1 Rhodopila globiformis strain 7950 16S ribosomal RNA, partial sequence",NR_037120.1,1465,318,756,29.97,712.1,0,421/439,95,0/439,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Rhodopila; Rhodopila globiformis,Rhodopila globiformis,Rhodopila,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo118,439,1,1,439,100,"NR_025344.1 Chondromyces apiculatus strain Cm a14 16S ribosomal RNA, partial sequence",NR_025344.1,1534,334,772,28.62,623.4,0,406/440,92,2/440,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Chondromyces; Chondromyces apiculatus,Chondromyces apiculatus,Chondromyces,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo119,439,1,1,439,100,"NR_117865.1 Thermanaerothrix daxensis strain GNS-1 16S ribosomal RNA, partial sequence",NR_117865.1,1459,318,755,30.02,527.4,0,391/442,88,7/442,1,Plus,Plus,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Thermanaerothrix; Thermanaerothrix daxensis,Thermanaerothrix daxensis,Thermanaerothrix,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,,Bacteria,,
denovo120,439,1,1,436,99.32,"NR_156901.1 Thermodesulfobium acidiphilum strain 3127-1 16S ribosomal RNA, partial sequence",NR_156901.1,1544,358,792,28.17,267,0,347/444,78,17/444,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo121,439,2,1,439,100,"NR_122090.1 Clostridium chromiireducens strain GCAF-1 16S ribosomal RNA, partial sequence",NR_122090.1,1474,331,769,29.78,773,0,432/439,98,0/439,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium chromiireducens,Clostridium chromiireducens,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo122,439,1,1,439,100,"NR_074093.1 Fervidobacterium nodosum strain Rt17-B1 16S ribosomal RNA, partial sequence",NR_074093.1,1502,323,760,29.16,200.6,0,334/444,75,11/444,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo123,439,2,1,439,100,"NR_102486.1 Thioalkalivibrio nitratireducens DSM 14787 16S ribosomal RNA, partial sequence",NR_102486.1,1532,331,769,28.66,534.8,0,393/443,88,8/443,1,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio; Thioalkalivibrio nitratireducens,Thioalkalivibrio nitratireducens,Thioalkalivibrio,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
